# at	scope	prev_sha256_16	new_sha256_16	changed	added	removed	entries	note
# APPEND-ONLY ledger of every land of cited-evidence-whitelist-<scope>.txt (generator: tools/probes/cited-evidence-whitelist.ps1).
# The rows marked RECONSTRUCTED were rebuilt by CR-F2 from the delta sidecars and readback outputs printed at
# those times -- the ledger itself was introduced at 11:36, so those four transitions predate it and were never
# captured live. They are kept because the FIRST of them (+4) is the unconditional-keep change and it had already
# been destroyed by the next land's delta overwrite. Rows marked "land" are written live by the generator.
2026-09-23 11:27:24	all	CD59337FADC6DE83	8E8457A99FD10C68	yes	4	0	331	RECONSTRUCTED (unconditional keep: +AX1.index.tsv, +CR-V2-measure-after.txt, +F1-fx-index.tsv, +t5-cand/index.tsv)
2026-09-23 11:27:53	f2	A9969A12843AE4CF	05FEBE8BC773629C	yes	6	0	181	RECONSTRUCTED (unconditional keep merged)
2026-09-23 11:32:44	all	8E8457A99FD10C68	128D46289AD452DC	yes	0	0	331	RECONSTRUCTED (header only: both-axis counters added, candidate definition still wrong)
2026-09-23 11:32:52	f2	05FEBE8BC773629C	B994C9AAF7EB8729	yes	0	0	181	RECONSTRUCTED (header only: both-axis counters)
2026-09-23 11:34:05	all	128D46289AD452DC	91D7450D29B00D1A	yes	0	0	331	RECONSTRUCTED (header only: candidate definition fixed to IN-ZONE)
2026-09-23 11:34:06	f2	B994C9AAF7EB8729	BBCD2FE1992B0572	yes	0	0	181	RECONSTRUCTED (header only: same fix)
2026-09-23 11:34:57	all	91D7450D29B00D1A	1FA72E6775AD8B07	yes	0	0	331	RECONSTRUCTED (header only; ledger code added -- its first version recorded prev==new, defect self-caught)
2026-09-23 11:35:16	f2	BBCD2FE1992B0572	44AA7286FDECB8E7	yes	0	0	181	RECONSTRUCTED (header only; ledger code added)
2026-09-23 11:37:19	all	1FA72E6775AD8B07	0269770AA83DC7D9	yes	0	0	331	land
2026-09-23 11:37:35	f2	44AA7286FDECB8E7	5FC5C6DD27281E62	yes	0	0	181	land
2026-09-23 11:41:21	all	0269770AA83DC7D9	D84F98BE0AF87EEB	yes	0	0	331	land
2026-09-23 11:42:15	f2	5FC5C6DD27281E62	47001017B87BC95F	yes	0	0	181	land
2026-09-23 11:45:17	all	D84F98BE0AF87EEB	F285E185D60339E1	yes	0	0	331	land
2026-09-23 11:45:38	f2	47001017B87BC95F	018BA0879632D3BC	yes	0	0	181	land
2026-09-23 11:46:43	all	F285E185D60339E1	699FA93DE65ABF2E	yes	0	0	331	land
2026-09-23 11:47:54	f2	018BA0879632D3BC	2806E11766F97D55	yes	0	0	181	land
# SCHEMA v2 (added columns: new_bytes, new_mtime) -- rows ABOVE this line are v1 (9 cols).
2026-09-23 11:51:37	all	699FA93DE65ABF2E	D2BACA83734E3595	yes	0	0	331	18689	2026-09-23 11:51:37	land-v2
2026-09-23 11:52:36	f2	2806E11766F97D55	33470462B10BB4F1	yes	0	0	181	12093	2026-09-23 11:52:36	land-v2
2026-09-23 12:34:56	all	D2BACA83734E3595	2C85DD21D8C969ED	yes	1	0	332	18732	2026-09-23 12:34:56	land-v2
2026-09-23 12:35:41	f2	33470462B10BB4F1	B273CBDAC5E0C702	yes	1	0	182	12136	2026-09-23 12:35:41	land-v2
2026-09-23 12:39:45	all	2C85DD21D8C969ED	D0450F5E80656E59	yes	0	0	332	18931	2026-09-23 12:39:45	land-v2
2026-09-23 12:40:06	f2	B273CBDAC5E0C702	FC61F8F01CD4C4D1	yes	0	0	182	12334	2026-09-23 12:40:06	land-v2
2026-09-23 12:47:18	all	D0450F5E80656E59	324AB07E33CFA47D	yes	0	0	332	19169	2026-09-23 12:47:18	land-v2
2026-09-23 12:47:39	f2	FC61F8F01CD4C4D1	49F22BE3F1864DD7	yes	0	0	182	12572	2026-09-23 12:47:39	land-v2
2026-09-23 12:48:14	all	324AB07E33CFA47D	CDF06799DDBFBACD	yes	0	0	332	19169	2026-09-23 12:48:14	land-v2
2026-09-23 12:48:37	f2	49F22BE3F1864DD7	B1E1BEB6FEE377BB	yes	0	0	182	12572	2026-09-23 12:48:37	land-v2
2026-09-23 12:49:47	all	CDF06799DDBFBACD	B109A204AA479908	yes	0	0	332	19169	2026-09-23 12:49:47	land-v2
2026-09-23 12:50:07	f2	B1E1BEB6FEE377BB	A856FD67C9BA82FB	yes	0	0	182	12572	2026-09-23 12:50:07	land-v2
2026-09-23 12:59:31	all	B109A204AA479908	A377D92787FF5661	yes	4	0	336	19338	2026-09-23 12:59:31	land-v2
2026-09-23 12:59:55	f2	A856FD67C9BA82FB	6AB894751E329C98	yes	4	0	186	12741	2026-09-23 12:59:55	land-v2
2026-09-23 13:08:26	all	A377D92787FF5661	0F1685766CD29EE4	yes	103	0	439	23108	2026-09-23 13:08:26	land-v2
2026-09-23 13:08:45	f2	6AB894751E329C98	5FCAC27ECCB9AB39	yes	103	0	289	16511	2026-09-23 13:08:45	land-v2
2026-09-23 13:29:16	all	0F1685766CD29EE4	3E9917FB66925871	yes	0	3	436	23355	2026-09-23 13:29:16	land-v2
2026-09-23 13:29:33	f2	5FCAC27ECCB9AB39	6113124EF30EE3D9	yes	0	3	286	16758	2026-09-23 13:29:33	land-v2
2026-09-23 13:59:00	all	3E9917FB66925871	649E4543FF1E4E90	yes	16	0	452	23971	2026-09-23 13:59:00	land-v2
2026-09-23 13:59:27	f2	6113124EF30EE3D9	9666995C6DA712F3	yes	7	0	293	17129	2026-09-23 13:59:27	land-v2
